username,rating,review_text,relative_date,review_date
nurul khikmah,5.0,"Tempat yang cocok buat introvert dan penyuka buku.
Harus registrasi dulu sebelum masuk. Bisa di lihat di bio ig bacaditebet.
Disarankan tidak banyak bawa barang karena kita hanya diperbolehkan membawa barang dalam tas transparant yang disediakan. Barang lainnya disimpan di loker dan kuncinya kita pegang.
Bebas memilih buku apa saja dan bisa duduk dimana saja. Kecepatan wifi kencang dan banyak kabel colokan. Untuk kamar mandi agak sempit dan digunakan bersama.
Ada 3 ruangan. Ruangan awal boleh baca sambil makan dan minum. Dan harus pesan di kafe lantai bawah. Bisa sambil ngobrol tapi tidak boleh terlalu berisik.
Untuk 2 ruangan lainnya tidak boleh berisik dan  hanya diperbolehkan minum. Silahkan bawa Tumbler sendiri. Disediakan juga galon di pojok ruangan jika ingin mengambil air.
Harga makanan berawal dari 25.000.",2 tahun lalu,2025-10-21
Rangga Johan,5.0,"Info terkini tentang Baca di Tebet, sampai review ini di tulis, udah cukup jelas.

Perpustakaan berbayar yang nyaman banget, penuh dengan koleksi-koleksi keren, suasana yang mendukung untuk kencan dengan buku, berpikir, dan belajar.
Area lt.1nya sih tempat Makan di Tebet, ok buat ngobrol.
Naik ke lt.2, be aware ya dan jaga volume suara.

Di lt.2 juga ada ruang yang lebih khusus dan hening lagi untuk menyepi bersama buku.

Oh iya, yang paling penting buat yang baru pertama kali ke sini, jangan sampai awkward salah masuk ya😅

Di sebelahnya ada juga cafe, yang di lt.2nya tuh, kalo dari luar, ya keliatan tulisan nama tempatnya. Padahal mah beda",setahun lalu,2025-10-21
Felita,5.0,Perpustakaan mini dengan fasilitas meja dan kursi yang nyaman untuk duduk. Pas juga buat kerja dengan laptop. Ada cafe di bawah. Mushalla dan kamar mandi tersedia. Suasananya enak. Untuk masuk perpustakaannya bayar 35.000. Ada  buka buat membership. Mantul.,setahun lalu,2025-10-21
Fitriani Utami,5.0,"Pertama kali ke Baca di Tebet. Lokasinya gampang di jangkau ada persis di pinggir jalan. Tempatnya juga nyaman ada 2 lantai. Lantai bawah untuk Cafe lantai 2 untuk Library nya. Tempat bacanya juga dibagi 2 ada ruangan yang khusus membaca dan harus hening. Ada juga ruangan yg diperbolehkan untuk kita sambil diskusi dan makan.

Overall happy mampir kesini, kayanya akan jd salah satu list utk jadi tempat me time,",setahun lalu,2025-10-21
Risa Mustika,5.0,"Tempatnya pas banget buat yang suka baca buku, suasananya tenang dan koleksi bukunya juga oke. Buku-bukunya ada di lantai 1 dan lantai 2. Untuk di lantai 1 dan lantai 2 yang bagian tengah bisa baca buku sembari makan/minum dan ngobrol, tapi kalo naik ke lantai 2 harus ganti ke tote bag transparan yang udah disediain, cukup bilang aja ke mba di kasir kalo mau ke atas nanti dikasih kunci loker yang ada di bagian depan pintu masuk. Sementara kalo mau ke ruang bacanya yang di lantai 2 bagian dalam, harus bayar 35.000 per kunjungan, tapi kalo udah jadi member cukup tunjukin kartu membernya aja. Makanan disini enak-enak, porsinya juga pas. Agak sedikit nunggu kalo lagi banyak pengunjung tapi karena sambil baca jadi ngga masalah.",Diedit setahun lalu,2025-10-21
Elvina Vitaria,5.0,Alternatif tempat membaca bagi yg mencari tempat yg tidak terlalu ramai (krn perlu reservasi online dan bayar 35k untuk pengunjung yg bukan member). Ada cafe dibawahnya bila ingin sambil makan snack. Dan ada galon air mineral disudut ruangan dan free.,3 tahun lalu,2025-10-21
rendy padmanaba,2.0,"“Lebih seperti kafe buku daripada perpustakaan.”

Saya ke sini dengan tiket harian Rp35.000,- dan pengalaman yang saya dapatkan adalah:
1. ruang utama yang luas sedang ada diskusi dari siang hingga pukul 16.00, saya hadir sekitar pukul 14.00 sehingga saya tidak bisa memanfaatkan kehadiran saya dengan optimal.
2. ruang lebih kecil tersedia, namun kursi hampir penuh, hanya tersisa satu kursi dan itupun kursi petugas yang diberikan kepada saya. Pun mobilitas jadi terganggu karena lorong jadi sempit, akses ke beberapa rak buku tertutup kursi pengunjung

Beberapa higlight dari kunjungan saya:
1. Ada peringatan untuk tenang/ tidak berisik, namun:
• bisa memesan makanan & pramusaji sibuk memanggil nama-nama pelanggan
• setiap kali ada pengunjung masuk akan ada conversation panjang untuk konfirmasi tiket, dll.
2. Ada beberapa buku menarik, tapi lebih banyak buku lawas dan acak. Misalnya saja, buku Noam Chomsky yang ada tidak menggambarkan koleksi yang lebih terkini. Navigasi buku juga sulit.
3. Tidak ada pemberitahuan bahwa ada acara dengan durasinyang cukup panjang, sehingga saya tidak bisa memaksimalkan fungsi perpustakaan karena terlalu sumpek.

Verdict:
+ estetik
+ dekat tempat-tempat makan

- koleksi banyak yang lawas dan acak
- sumpek dan penuh kalau pas ada acara di ruang utama
- suara pramusaji memanggil nama customer tidak sesuai dengan peraturan perpustakaan yang menginginkan suasana hening
- tidak ada pemberitahuan bila sedang ada acara lain

Apakah saya akan ke sini lagi?
Karena tujuan saya untuk mendapatkan tempat membaca yang nyaman, saya rasa tidak, tapi mungkin saya akan berkunjungblagi di lain waktu untuk memberikan penilaian ulang, siapa tahu ada perbaikan-perbaikan.

Namun, apabila ekspektasimu adalah tempat baca yang bisa pesan makanan kamu bisa datang ke sini. Mungkin lebih baik kamu membawa bukumu sendiri, karena koleksi di sini masih terbatas [atau mungkin sebenarnya banyak tapi masih sulit dinavigasi]

Room for improvement:
Sangat potensial!

>> notifikasi acara
>> flow registrasi pengunjung
>> di mana boleh makan & tidak boleh makan
>> penyegaran dan penataan koleksi buku
>> pricing kunjungan bisa diriset lagi, bukan berarti harus lebih murah, tapi bisa berupa beberapa tier “patron” atau hal lainnya

*foto adalah ruang utama yang sedang digunakan untuk acara",setahun lalu,2025-10-21
ED,5.0,"Koleksi buku-nya lumayan...
Menu MDT Signature Burger-nya UENAAAK...

'Semedi' 2 jam di sini menurut saya sangat kureng, ya. Minimal 4 jam deh untuk menikmati buku-buku dan makanannya😂 Semoga bisa ke sini lagi next time dengan durasi berkunjung yang lebih lama...",10 bulan lalu,2025-10-21
Razka A,5.0,"will definitely come back here! selain ada ruang baca yg harus sll hening, nyambung sama cafe yg sediain makanan dan minuman yg variatif dan enak, disediain bbrp spot untuk isi ulang air minum juga, dan toiletnya bersih 🤓 …",setahun lalu,2025-10-21
Ayu Syaeftiana,5.0,"Tempat kabur favorite ku! Enak banget duduk di atas, depan jendela kaca besar jadi kalo ujan bisa sambil liatin ujan. Kalo laper tinggal turun ke bawah buat pesen terus nanti dianterin ke atas sama mba pegawainya.
Pros: Serba ada - ada wifi, ada refill air minum, ada alat tulis, ada cafe di bawah.
Cons: Parkiran cuma muat 2 - 4 mobil, jadi kalo mau dateng harus dari awal buka banget biar dapet parkiran.",setahun lalu,2025-10-21
Shafa Aulia,5.0,"Surganya si bookworm dan si introvert. Koleksi bukunya banyak, privat, dan ambience-nya enak.

Ada bagian yang kita boleh ngobrol dan makan. Ada bagian yang lebih sunyi dan nggak boleh makan. Kalau untuk minum, keduanya boleh kok asal pakai tumblr sendiri. Jangan khawatir minumnya abis, karena ada galon untuk refill.

Sayangnya, perpustakaan ini belum cocok buat kamu yang mau baca/nugas/kerja tanpa biaya. Buat dateng ke sini, kita wajib untuk registrasi dan bayar, meskipun cuman datang untuk satu hari aja.

Aku sarankan untuk nggak bawa barang terlalu banyak, ya. Karena kita harus ganti ke totebag bening buat masuk ke perpustakaannya. Agak ribet buat pindahin barangnya kalau terlalu banyak.",2 tahun lalu,2025-10-21
Aditya Nandipinta,5.0,"Salah satu perpustakaan (berbayar) di Jakarta. Kalau langganan, bisa bulanan/tahunan. Cuma kalau per kedatangan bayar sekitar Rp30.000an.

Lokasinya lumayan strategis, kalau dari Soepomo patokannya lumayan dekat sama Usahid atau Pom Bensin. Tapi, tulisannya tidak terlalu besar, jadi harus liat-liat dulu.

Koleksinya lumayan lengkap, namun mungkin karena masih terus bertambah sehingga masih belum semuanya masuk rak. Dalamnya juga nyaman karena cukup kedap suara dari luar gedung dan secara estetika bisa dikatakan Instagramable. Kalau ingin makan/minum, dibawahnya ada tempat makannya juga.

Cuma ada poin lain pas kemarin yakni karena kedap dari luar, akhirnya suara di dalam jadinya lumayan kerasa kalau ada yang berbicara, tapi solusinya bisa pindah ke ruangan lain yang ngga boleh berbicara (lupa namanya). Tapi sisanya bagus kok.

⭐️4.5/5",2 tahun lalu,2025-10-21
Adinda Shafira,5.0,"Hari Jum'at random banget akhirnya main ke sini. Staffnya sangat ramah dan helpful. Tempatnya sangat aesthetic dan cozy, cocok untuk bekerja atau jadi tempat nyaman untuk membaca.
Mereka menyediakan wifi dan ada dispenser minum juga.
Kalau ke sini pastikan aja jam buka dan tutupnya ya, karna berbeda beda, jangan lupa juga beli tiketnya.",2 tahun lalu,2025-10-21
Linda Juliawanti,5.0,"Tempat yg nyaman buat wfa. Hening, ACnya dingin. Masuk 35k dan bebas seharian di sanaa

Kalau laper tinggal turun beli makanan, kopinya jga enak. Pasti aku bakal balik lg🤗",setahun lalu,2025-10-21
Irsan MR,5.0,"Tempat yang menyuguhkan nuansa yang mengasyikkan, di keilingi puluhan ribu buku, pustakawannya yang ramah dan literat. Sanggup menemani berbincang tentang dunia perbukuan, perpustakaan dan literasi. Disediakan pula makanan dan minuman seperti kopi dll, jadi membaca bisa sambil menikmatinya. Saya sendiri tidur di Baca di Tebet ini merasakan lebih dekat dengan pengetahuan. Sebuah tempat yang memicu imajinasi dan inspirasi untuk bergerak membangun daya baca. Datanglah ke sini, Anda akan menemukan nikmatnya berpengetahuan.",3 tahun lalu,2025-10-21
Vincentia Litta,5.0,Suka banget tempatnya. Koleksi bukunya lumayan lengkap meskipun penataannya belum teratur. Petugasnya ramah dan informatif. Bisa refill air minum. Wifi kenceng. Kalau laper atau pengen ngopi bisa pesen di bawah.,3 tahun lalu,2025-10-21
Zuliyanti Shabrina,5.0,"Juaraaaa banget nih tempat. HTM unk perpus nua 35rb. Nyaman dan bikin betah. Tempat yg berfaedah buat killing time.
Buat yg susah konsen kalau baca buku dan kerja ga sambil ngunyah, cocok banget disini. Karna bisa baca buka di perpustakaan nya sambil makan dan ngopii.",2 tahun lalu,2025-10-21
Bunga Syafilaputri,5.0,"Baca di tebet, jadi tempat paling nyaman dan menenangkan. Terdiri dari beberapa ruangan salah satunya ruang temu, ya bener² jadi tempat bertemu orang² baru sambil bertukar pikiran ditemenin sama pustakawan disana yang suaranya syahdu. Bisa pilih jadi anggota harian, bulanan atau tahunan. Bukunya banyak namun karena masih baru jadi belum semua tersusun sesuai DDC . Oh iya free refil air putih dan kalau laper bisa pesen makanan di bawah🤍",3 tahun lalu,2025-10-21
Regina Davita,5.0,"A homey and quite library for some me time! Cocok banget buat yg mau kerja, baca buku atau sekedar mencari keheningan. Lokasi nya ada di lantai 2 dan lumayan luas. Untuk perpus nya sendiri ada biaya masuknya, perhari 35rb kalo bulanan lbh murah kayaknya.. perpusnya ada 2 bagian, bagian luar bisa sambil makan, yg didalam hanya boleh minum air putih dan lbh hening aja suasananya. Buat yg bagian luar, makanan nya harus pesen dr resto dibawah nya ya (makan ditebet).. katanya kalo bawa makanan dr luar akan kena charge.
Untuk buku2nya surprisingly cukup banyak dan uptodate banget loh. Buku novel2 international sama lokalnya itu banyak banget nget nget. Pokoknya cucok lah buat reader seperti ku ini. Lgsg konsen banget pas baca buku hehhehe. Definitely will return!",2 tahun lalu,2025-10-21
FADHILAH AFIFATUNNISA,5.0,"Seru sekalii~ konsep perpustakaan modern dgn koleksi buku yang berkarakter, bikin betah berlama-lama disini.

""All of us are library, who have information & knowledge""
Tempat ini hidup untuk mempertemukan seluruh pengetahuan dari orang-orang yang datang dan semua yang ada di dalamnya.",3 tahun lalu,2025-10-21
Natalie Kaunang,5.0,"Tempatnya menyenangkan, koleksinya banyak dan ternyata penyusunan bukunya juga sesuai dengan standar internasional jadi mudah mencari buku-bukunya.",setahun lalu,2025-10-21
Bukan Rastaman,3.0,"Mungkin ini adalah bintang terendah dalam review tempat ini. Tapi mari kita jabarkan:

1. Begitu datang, ada pertanyaan mau makan atau mau baca. Jika kita ke area baca dikenakan biaya 35rb 1 orang dengan waktu sampai tutup. (Tidak ada makanan dan minuman, hanya untuk tiket)

2. Jika untuk co working space mejanya yang enak hanya beberapa tapi kalo mau baca lain cerita..

3. Pada saat masuk bawa tas, jika
ke area buku harus tukar dengan tas transparan yang disediakan. Serius ini bikin ribet, padahal cctv ada setiap sudutnya. Terlebih bukunya tidak terlalu istimewa.

4. Koleksi bukunya banyak yang tidak terawat. Jika tujuannya untuk property foto ya ini masuk akal dengan setting background yang bagus

5. Katalog buku hanya via IG. Ribuan buku random dengan informasi minim.",setahun lalu,2025-10-21
Fifi Alfida,5.0,"Aku bagai memasuki goa Alibaba. Penuh harta karun! Buku-buku yang membuatku penasaran seperti The Satanic Verses-nya Salman Rushdie, hingga buku (pssst) Kamasutra yang duluuu banget semasa mahasiswa kubaca di balik buku teks kuliah, ada. Buku-buku penulis favoritku bertaburan, bersiul-siul riuh, menggodaku untuk menjamah.

Terima kasih atas jamuan kopi dan inspirasi dari Mas Wien sang founder yang asyik banget. Terima kasih juga kepada Mas Kurnia Effendi yang sudah membimbingku ke sini. Asli ini pengalaman yang membuatku ingin kembali dan mungkin (suatu saat) menginap di BACA DI TEBET.",Diedit setahun lalu,2025-10-21
LuthfaAzZahra 04,2.0,"Kesini karena rekomendasi temen, tapi pas sampe harus ngechat admin wa. Balesnya LAMA BGT padahal udh di depan nunggu berdiri hampir sejam? :)",4 bulan lalu,2025-10-21
Nadia K. Putri,4.0,"Tempatnya bagus untuk bekerja, khususnya work from library/work from cafe. Pilihan bangkunya sebenernya banyak di lantai 1, soalnya gabung sama kafenya. Wi-Fi juga termasuk kencang dan stabil. Tapi kalo untuk sinyal ponsel, saya duduk agak pojok, malah nggak dapat sinyal.

Oh iya, di lantai 1 ada musola dan rest-room. Barang pun kalo ditinggal untuk solat, masih termasuk aman ya.

Semoga bisa mampir ke perpustakaan ini sambil icip-icip menu makanan/minumannya yaa.",3 tahun lalu,2025-10-21
Aldi Wahyu,4.0,"Ruang baca yg nyaman, makanan enak, sejuk, instagrammable, hadir pas ada acara rilis buku oleh Narabahasa",10 bulan lalu,2025-10-21
Tawang Handayani,5.0,"Nyaman banget buat baca buku seharian. Koleksinya banyak, tempatnya bersih, rapi, penjaganya ramah, ada mushola juga. Toiletnya agak sempit tapi wangi dan bersih",2 tahun lalu,2025-10-21
Muhamad Rizqi Darojat,5.0,Perpustakaan di tengah kota yang memiliki koleksi sangat lengkap. Suasana sangat nyaman. Ada cafe juga buat pesen minum dan kue. Best lah,2 tahun lalu,2025-10-21
Dinie Dianita Bakri,5.0,"Tempatnya menyenangkan. Terbagi menjadi 2 bagian. Area bawah untuk cafe, dan musola. Area atas bekerja dan membaca.
Jadi bagi kalian yang ingin WFC sambil makan-minum ngobrol, aku rekomendasikan di area bawah.
Bagi yang ingin WFC tapi suasana tenang dan fokus bisa di area lantai atas. Lantai atas sebetulnya bisa juga sambil makan-minum, tapi khusus di bagian luarnya ya. Kalau di lantai atas bagian dalam (tertutup) itu memang dikhususkan untuk yang lebih menikmati ketenangan.
Aku sendiri prefer di area atas bagian dalam. Kegiatan membaca dan bekerja menjadi lebih fokus.

Ada beberapa ulasan yang menyebutkan bahwa tempat ini kurang asik. Menuruku, tempat ini sudah cukup baik dan menyenangkan terlebih lagi sebagai Perpustakaan Independen.
Kebersihan bisa dibilang cukup bersih dan terawat.
Bangku & meja juga masih cukup nyaman walau terkesan old tapi tidak berdebu.
Suhu ruangan juga nyaman alias cukup dingin dengan jumlah pengunjung yang semakin siang hingga sore akan semakin banyak.
Kesan yang kusimpulkan dari tempat ini tuh, kaya main ke rumah Opa atau Oma yang suka membaca.

Untuk makanan dan minuman belum bisa kasih pendapat karena tidak mencoba sama sekali.

Saran untuk pengelola dan pemilik. Tolong nilai plusnya tetap dipertahankan karena kami (para pecinta buku dan ketenangan) sangat membutuhkan tempat ini.
Sehat-sehat selalu kalian semuanya.",setahun lalu,2025-10-21
Puji Astuti,5.0,"Nice Ambience!! Tempatnya asyik buat baca, bisa sambil makan, sambil diskusi, tapi kalaupun pengen tenang ada ruangan lain yg bisa kamu pilih.. Oiyaaa pustakawannya juga ramaah banget jadi meski pertama kali dateng kamu ga akan bingung deh.",3 tahun lalu,2025-10-21
Tria Tria,5.0,"Baru berkunjung ke perpusatakaan di Tebet ini. Tempatnya bener-bener cozyyy banget. Lantai dasarnya ada cafenya. Lantai atas perpustakaan. Mereka punya sekitar 26ribu koleksi buku.
Keren banget pokoknya",8 bulan lalu,2025-10-21
Hanifah,5.0,Tempatnya bagus dan rapi. Koleksi bukunya banyak sekali. Pustakawan nya ramah dan helpful.,3 tahun lalu,2025-10-21
kansha ainun,5.0,"tempatnya sangat cozy dan nyaman, saya jadi pingin tinggal di tebet biar bisa member dan terus ke baca di tebet hehe",5 bulan lalu,2025-10-21
Laely Hidayati,5.0,Perpustakaan yang menyenangkan untuk dikunjungi. Daftar dulu melalui online sekitar 35rb per orang. Di bawah juga ada cafenya.,Diedit 3 bulan lalu,2025-10-21
Uqy Ramadhani,5.0,"Sungguh surga diantara seluk beluk tebet yang padat. Makanannya enak, kopinya mantab, buku2 nya lengkap.",2 tahun lalu,2025-10-21
Mutiara Ulfa Laregina,5.0,"Good experience, cozy place ticket per visit 35/k sampai tutup, sebulan member 100 k sepuasnya!!",6 bulan lalu,2025-10-21
kautsarhilmi,1.0,"Sebenernya nih tempat ok bro bukunya bagus terus juga sangat ramah pelayanannya tapi parkirnyaa sempit bangettt ditambah saya udh member sebulan tapi selama 30 hari menjadi member, setiap hari kesini wifi gak ada yg benerrrr dan gapernah dibenerin jugaaa, minta tolong utk bisa diperbaiki lagii karena bukunya sangat worthh it dan terkurasi dg baik. Cuman ya gitu gakbisa buat internetan kalo disini dan minta tolong utk manajemennya bisa difix kan widinya;(((((",setahun lalu,2025-10-21
Trianita -,5.0,"bagus nyaman, buat tempat baca dan belajar bagus, tersedia makanan dan minuman juga",setahun lalu,2025-10-21
Siti Nuryanti,5.0,"Perpustakaan adalah salah satu tempat wisata favoritku, jadi ketika ada satu tempat yang menggabungkan restoran dan perpustakaan ini merupakan paket lengkap.

Gedung Baca di Tebet, seperti rumah,  ada 2 lantai sehingga membuat kita seakan di rumah sendiri yang penuh dengan buku-buku.
Lantai 1 untuk restoran, meski ada bangku dan meja tempat makan tapi di sekeliling dinding berjajar buku buku di dinding, jadi sambil menunggu makanan datang bisa sambil baca buku
Lantai 2 digunakan untuk perpustakaan, ada 2 ruangan yang satu untuk tempat diskusi, tempat baca, tempat nyanyi kalian bisa bebas ngobrol di tempat tersebut. Ada ruangan lain yg dikhususkan untuk fokus membaca dan mengerjakan tugas sehingga perlu ketenangan.

Oiya makanan di sini juga cukup terjangkau. Kalau kalian akan naik ke lantai 2 dan baca buku harus bayar tiket masuk atau tiket keanggotaan, ada yang harian , bulanan maupun tahunan. Kalau saya beli harian karena cukup jauh dari rumah jadi tidak bisa datang setiap hari
Harga tiket harian per orang 35.000 dan kalian bisa baca sepuasnya dan selama kalian betah, tapi tidak bisa dibawa pulang. Yang bisa dibawa pulang kalau keanggotaan tahunan.

Jadi untuk pencinta buku, tempat ini bisa jadi rekomendasi kalian",2 tahun lalu,2025-10-21
Shark Bites,4.0,Kenapa perpusnya baru buka di jam 12.30? Bagi sebagian orang itu sangat kesiangan bukanya. Kadang ingin datang lebih pagi tapi jadi males krn kesiangan dibuka.,10 bulan lalu,2025-10-21
mairina anggraeni,5.0,"Mengusung konsep café perpustakaan..bisa baca sambil ngopi tapi disarankan utk tidak sambil makan ya supaya buku yg dibaca tidak kotor dan berminyak. Utk membaca sambil leyeh² jelas tidak bisa karena memang utk membaca saja seperti di perpustakaan dimanapun. Koleksi buku beragam ada pustakawan yg membantu kalau mau dibaca. Biaya member dan non member berbeda. Kalau mau iseng atau jarang² main ke sini bisa sewa 1 hari baca ditempat sebesar Rp. 35rb. Kalau perbulan Rp.100rb, setahun utk mahasiswa or pelajar Rp.600rb dan umum Rp.800rb. Cafenya lengkap ada kopi menu pasta menu nasi burger dll. Harga standar dengan rasa yg lezat. Lokasinya gampang banget dicari tp karena tulisan nya kecil jadi harus pelan² bgt mau sampai patokan paling mudah depan salon sari tebet hehhe",3 tahun lalu,2025-10-21
Marisa Rayhani,5.0,Nyaman & syahdu,5 bulan lalu,2025-10-21
Iffa Nurkhaza Fadillah,5.0,"suasananya homie sekali, nyaman buat nugas, baca buku dan nyantai, koleksi bukunya oke oke, the best pokoknya👍🏻 …",8 bulan lalu,2025-10-21
Mass Lenxyy,5.0,Bagus tempatnya nyaman dan bersih betah baca bukunya,5 bulan lalu,2025-10-21
Andy Mananohas,5.0,"Tempatnya nyaman untuk belajar dan diskusi, koleksinya juga lengkap dan menarik",3 tahun lalu,2025-10-21
