username,rating,review_text,relative_date,review_date
Nurul Aini Fadilah,5.0,"Perpustakaan ini terbuka untuk umum, baik hari kerja maupun akhir pekan. Koleksi perpustakaan ini lengkap, mulai dari koran, majalah, buku fiksi dan non fiksi, koleksi audiovisual, hingga fasilitas internet dan personal computer.

Pada setiap harinya juga sering diadakan seminar, diskusi, atau kegiatan pelatihan yang terbuka untuk umum dengan berbagai tema yang menarik. Cukup masuk dengan menggunakan kartu identitas dan anda bisa menikmati suasana membaca yang nyaman. Jika haus disediakan pula air putih untuk pengunjung.",5 tahun lalu,2025-10-21
Naylis Saada,5.0,"Toilet bersih, ada di samping meja registrasi.

Masuk sini, ngisi daftar hadir dulu di meja registrasi depan

Di bagian koleksi anak. Nyaman banget, dingin, wangi, bersih.

Ada boneka tangan, panggung kecil untuk pertunjukan boneka tangan.

Ada mainan balok, lego duplo, dokter dokteran, mainan pertukangan, masak masakan (tapi gak ada kompor komporannya, hanya panci, piring dan aneka  mainan makanan).

Ada puzzle pulau pulau indonesia, puzzle tata surya dan masih banyak lagi mainan edukasi lainnya.

Koleksi buku anak gak terrlalu banyak dibanding perpustakaan lainnya, tapi cukup menarik untuk dibaca. Koleksi buku nya juga tersimpan rapi, jadi enak dilihat.

Ada ruang laktasi nya juga, namun dikunci, jadi busa minta tolong petugas untuk bukain ruangan laktasi, jika diperlukan.

Ada beberapa kostum profesi juga yang bisa dipakai anak.

Wallpaper di bagian ruang koleksi anak, ada yg robek sedikit.

Anak ku suka disini. Bakal nagih lagi balik berkunjung kesini",setahun lalu,2025-10-21
Ardhymanto Tanjung,5.0,"Kelebihan:
Lokasi Bagus dekat dengan Busway, Menjadi anggota mudah walaupun bukan warga DKI, kondisi ruangan Adem, Wifi Gratis dan kencang, pelayanan peminjaman dan perpanjangan mudah, ada koleksi Audio Visual (Film dan Audio Book), lama peminjaman cukup lama, persyaratan jadi anggota mudah (Kopi KTP dan Materai 6000), Toilet Bersih, dekat dengan Mesjid Kemdikbud, Tempat makan dekat, Ada minuman Dispenser di dalam, Bisa diskusi di meja membaca, dekat dengan Pos Kemdikbud, Ada Ruangan khusus berdiskusi, Ada fasilitas Theater, Ada komputer yang bisa digunakan, Banyak koleksi koran dan majalah terbaru.

Kelemahan
hanya sampai jam 4 sore, Gelas minum terlihat tidak steril, dilarang membawa minuman ke dalam, Audio Visual Film masih tergolong lama, Buku kurang lengkap",Diedit 8 tahun lalu,2025-10-21
Fatimah Azzahra,4.0,"Tempat nya cozy, bikin nyaman buat belajar kelompok maupun individu. Di dalam perpustakaan disediain air minum. Di setiap meja ada stopkontak. Untuk koleksi buku lumayan lengkap, dan nyari nya engga ribet karena ada komputer dan buku nya ditata dengan rapi. Wifi nya kencang. Di sediakan ruang diskusi, belum pernah make ruangannya sih, tapi keliatan nya enak untuk belajar kelompok

Minus nya, ada beberapa area yang kotor dan berdebu 😕, terkadang toilet nya bau dan kotor, tapi terkadang juga bersih dan harum 🤷. Minus nya cuman itu saja sih, kebersihan

Di sini bisa bikin kartu perpustakaan dengan menunjukkan kartu identitas. Tempatnya juga strategis, dekat dengan mall, di depan perpustakaan ada masjid yang luas, dan dekat dengan halte busway dan MRT",6 tahun lalu,2025-10-21
Maria Soraya,5.0,"Perpus anak di Kemendikbud koleksi bukunya cukup lengkap, lokal maupun buku bilingual. Ada toddler board book, buku anak berbahasa daerah dan aneka buku pengetahuan.

Selain buku, di ruangan ini ada permainan APE (Alat Peraga Edukasi). Walaupun ruangannya kecil tapi cukup nyaman.",6 tahun lalu,2025-10-21
Frenda Fawzia,5.0,"Untuk lantai 1 oke....nyaman, kamar mandi bersih. Ruangan sering dipakai untuk seminar atau kegiatan pendidikan lainnya. Sudah menggunakan teknologi juga
Banyak yg datang memanfaat fasilitas dan juga untuk membaca
Next time saya akan jajaki ruangan perpustakaan",7 tahun lalu,2025-10-21
Mendra R.,5.0,"Perpustakaan yang berada di dalam gedung Kemendikbud, masuk lewat samping kanan dari lobby utama

Ketika masuk akan ada penitipan barang dan diberikan tas transparan untuk menyimpan barang spt laptop

Koleksinya beragam dari segi tema namun tidak terlalu banyak, mungkin total ada 10 - 12 lemari

Tempatnya tenang dan sepi, jadi asik untuk fokus bekerja",setahun lalu,2025-10-21
Asyep Syam,5.0,"Walau perpustakaan instansi perpustakaan Kemendikbud terbuka untuk umum faktanya terdapat ruang baca untuk anak-anak. Koleksi cukup lengkap, terdapat fasilitas audio visual. Suasananya nyaman sekali lantainya di lapisi dengan karpet. Tidak lupa anda akan disambut oleh pustakawan yang ramah dan sangat akrab.",8 tahun lalu,2025-10-21
dedi prayitno,5.0,"Lokasinya strategis  dekat dg MRT dan busway, msh skitaran senayan, sering di adakan kelas bersama dg narasumber dan topik yg berbeda2",5 tahun lalu,2025-10-21
Nabila Rahmawati,5.0,"Kalian harus banget ke perpusdikbud guys! Tempat nya super nyaman, layanannya the best polllll, aksesnya? beuh gausah ditanya, super gampang, cepat, murah❣❣❣",3 tahun lalu,2025-10-21
Aura Azelia,5.0,"perpustakaan dengan ruang anak terbaik sejauh ini, masyaallah.

petugasnya ramah-ramah, buku-buku anaknya memang bukan yg sangat2 banyak tapi bagus-bagus dan pilihan.

mainannya edukatif dan disusun rapi, anak jadi sekalian belajar klasifikasi yg penting untuk dasar numerasinya.

cocok untuk jadi tempat bermain yang tidak overstimulasi.

letaknya pas di depan halte MRT senayan, aksesnya mudah. kantin karyawannya bersih dari asap rokok. masjidnya nyaman untuk shalat. jalan antara ke masjid, perpustakaan, dll juga tidak terlalu jauh.

kadang-kadang ada acara edukasi seperti pameran proyek anak SMA yg bisa diikuti secara gratis.

rasanya akan jadi tempat yang sering dikunjungi. cocok untuk pesekolah rumah. insyaallah bisa untuk memenuhi hak anak untuk berada di lingkungan yang sehat.

semoga bisa terus lebih baik dan makin banyak tempat-tempat seperti ini.",9 bulan lalu,2025-10-21
Ermy Ardhyanti,4.0,"Mengikuti satu acara seminar di Ruang Serbaguna Perpustakaan Kemendikbud. Lumayan nyaman dan asik desainnya. Cuma pesertanya terlalu penuh sehingga sirkulasi udara tidak lancar, panas jadinya. Sembari tadi bertanya tentang perpustakaan. Gratis bila hanya baca di tempat dan gratis pula pendaftaran. Cukup bawa foto copy KTP dan materei Rp 6.000",7 tahun lalu,2025-10-21
Niken Pratiwi,5.0,"Sangat menyenangkan mengunjungi perpustakaan ini, mudah dijangkau dg kendaraan umum, pengurus perpustakaan yg informatif dan sangat ramah membantu, tempat yg nyaman bahkan cocok sekali sebagai tempat berkunjung bersama komunitas. Koleksi lengkap, rapi dan tersedia ruang teater yg nyaman.",2 tahun lalu,2025-10-21
Machie Industries,5.0,"Tempatnya nyaman banget, lokasi strategis, di Jalan Jenderal Sudirman, Senayan. Media literaturnya lengkap, buku teks, digital, audio visual, pokoknya keren. Very Recommended",6 tahun lalu,2025-10-21
Rizqan Kamil,5.0,"Wifi nya oke. Buat yang ke pustaka untuk buka laptop, cocok kesini, karena tidak crowded.",3 bulan lalu,2025-10-21
S,3.0,"Gue ke sana baru-baru ini dan kesan pertama gue adalah: Woah, ini perpus oke juga. Hanya saja, sayang sekali, meski akses kendaraan umum sangat mudah dan gampang untuk ke perpus di kemendikbud ini,  akan tetapi waktu buka dan tutup perpus, kurang dapat dijamah untuk kalangan umum.

Karena hanya buka dari Senin-Jumat pukul 8 Pagi hingga 4 Sore, saja. Buat gue yang merupakan pegawai swasta dan baru ke sana karena mengunjungi bagian pelayanan dikti, jujur sangat sedih.
Sebagai orang yang suka membaca buku, gue berharap, perpus ini benar-benar bisa dinikmatin oleh banyak kalangan umum.
Banyak loh, orang yang ingin membaca apalagi difasilitasi gratis seperti ini.

Ada buku-buku braille, ada space untuk menonton, ada ruangan-ruangan diskusi buat yang mau bisa berbincang sembari berdiskusi bacaan, ruangannya adem dan bersih, serta luas dengan banyak bangku, sofa, meja, dan ada ruangan untuk anak-anak juga, lengkap dengan buku bacaan sesuai usia serta fasilitas mainan sensorik dan lain-lain.

Tapiiii ada beberapa buku-buku yang tadi gue baca dan gue iseng cek, terlihat sudah lama tidak dipinjam atau bahkan tidak pernah ada yang meminjam, padahal bikin keanggotaan gratis dan buku-buku bacaannya bagus-bagus.

Sepertinya perlu perkenalan lebih untuk ke kalangan umum di luar sana, agar banyak yang tahu kalau perpus kemendikbud itu ada dan terbuka untuk umum.

Saran saya, sama seperti melalui form saran (kode Qris) yang disediakan di sana tadi, waktu untuk mengakses ke perpus bisa diperluas dan diperlebar lagi, sehingga bisa banyak pengunjung dari luar wilayah kemendikbud yang dapat datang untuk membaca.

To be honest, I really do want to comeback there, alot. Like it was a love at the first sight. Benar-benar nyaman dan petugas-petugasnya ramah semua, sayangnya yaa waktu buka dan tutup perpusnya, terkesan hanya bisa dinikmati mereka yang bekerja di sana saja atau tinggal di sekitar sana atau memiliki waktu banyak yang bisa di luangkan ke sana.

I really do hope could go back there, someday, probably at the weekend? Hahaha semoga yaa, waktunya bisa ditambah.",10 bulan lalu,2025-10-21
Ifaikah Kalidin,5.0,"Tempat bacanya nyaman, ada ruang diskusi, mini bioskop, wifi, & bebas akses buku. Buku jg bisa dipinjam dgn cukup mendaftar sbg anggota.",7 tahun lalu,2025-10-21
Probo Warsito,3.0,"Hari ini kesini karena dapet info lowongan kerja dari WA teman. Tidak tau nya hoax. Sedih bener. Yang Dateng 100 orang lebih. Banyak-banyak bersabar. Tempat nya sejuk, nyaman dan luas dan koleksi buku nya cukup komplit. Jadi betah berlama-lama disini. Untuk kesini selain bisa naik kendaraan pribadi dan ojek online, bisa juga naik angkutan umum seperti TransJakarta koridor 1 rute Blok M - Kota, turun di halte Bunderan Senayan.",Diedit 4 tahun lalu,2025-10-21
Tiara Putri,5.0,"Pelayanan dan fasilitas yang ada, menurut saya bagus dan keren banget.",2 tahun lalu,2025-10-21
Siti Aisyah,5.0,"Jika dibandingkan dengan perpus lain di Jakarta, mungkin masih banyak yang lebih bagus (dr segi visual) dan lebih lengkap. Tapi yang menarik dari perpustakaan ini adalah.. sepi, pendaftaran mudah, akses transportasi gampang dan lokasi strategis deket sama mall (LOL). Selain itu, bisa sewa ruangan jadi kalau mau meeting grup kecil bisa pakai disini.",setahun lalu,2025-10-21
Lynn Line,5.0,"Warna tempatnya bikin seger, ijo ijo lumut. Cocok untuk mencari inspirasi. Dan di tempat ini sering diadakan event seperti nobar di ruang mini auditorium-nya.",7 tahun lalu,2025-10-21
Dinda C. Nissa,5.0,"Tempat favorit. Tempatnya nyaman, banyak ruangan dan sejauh ini enggak ada kendala. Disini juga ada komunitas bahasa Inggris dilantai bawah",6 tahun lalu,2025-10-21
heraliaa,5.0,"Perpustakaan yang nyaman dengan koleksi buku yang cukup lengkap dan tertata rapi. Fasilitasnya banyak, pelayanan ramah dan sangat membantu.",2 tahun lalu,2025-10-21
Melvina Dewanti,5.0,"Lokasinya strategis dekat dengan Halte Busway Bundaran Senayan, dekat mall dan cocok bagi yang ingin WFA, ada fasilitas komputer + internet yang tersedia jika ingin browsing ataupun WFA tanpa membawa laptop
toilet bersih, petugasnya baik dan ramah",setahun lalu,2025-10-21
Latipah Rahman,5.0,"Koleksi buku lumayan banyak dan oke. Tempat luas, nyaman dan ada area untuk anak serta tersedia aneka pakaian profesi serta mainan anak.",11 bulan lalu,2025-10-21
iii,5.0,"Perpustakaan yang terletak di dalam kompleks perkantoran Kementerian Pendidikan dan Kebudayaan ini memiliki koleksi koran, buku, jurnal, referensi, dan audio visual dalam bahasa Indonesia dan Inggris. Terdiri dari dua lantai, lantai satu adalah tempat registrasi serta tempat penitipan barang, sedangkan lantai dua adalah tempat membaca. Terdapat cukup banyak kursi di area baca, lantai dua tempat area baca berada luas dan lapang. Terdapat juga charger bila perlu membawa HP atau laptop untuk keperluan kerja. Suasana tenang, cocok untuk membaca buku, menulis penelitian, ataupun kerja remote di sini. Terbuka untuk umum, gratis.",2 tahun lalu,2025-10-21
Bazla Syazwina,5.0,"Perpustakaan ini sangat nyaman untuk belajar atau sekedar baca buku. Fasilitas yang tersedia juga cukup lengkap, seperti internet gratis, ruang komputer, ruang baca anak, ruang diskusi, bahkan ada ruang teater. Pustakawan disini juga ramah dan sangat membantu dalam mencarikan buku yang diinginkan. Lokasi  perpustakaan ini berada di dekat MRT Senayan.  Sehingga sangat mudah untuk dijangkau. Buat yang gabut, boleh banget dateng ke perpustakaan ini. Dijamin betah 👍🏻👍🏻👍🏻",2 tahun lalu,2025-10-21
Lutvia Yunitasari,5.0,"Perpustakaannya nyaman bangettt, suasananya enak, sunyi, meja baca juga dilengkapi fasilitas buat charge, interiornya juga baguss, terangg. Buat ngerjain tugas atau sekedar buat bacaa enak bgt pokoknya, koleksinya lengkap dari pendidikan sampe fiksi adaaa",3 tahun lalu,2025-10-21
Afifudin Muhammad,5.0,"Tempatnya bagus, bersih, desain interiornya menarik.
Nyaman dan tenang.
Bisa meminjam ruang.
Tersedia komputer.
Tidak hanya bacaan, namun tersedia juga video yang dapat ditonton.
Tersedia juga tempat bermain untuk anak kecil.",5 tahun lalu,2025-10-21
My Idea School,5.0,"Kami melakukan kunjungan untuk memperingati hari pustakawan. Perizinan nya mudah, pelayanannya juga bagus dan ramah, buku-buku yang disediakan juga cukup lengkap. Yang paling menyenangkan adalah adanya ruang baca untuk anak usia dini.",2 tahun lalu,2025-10-21
Agung Dewantoro,5.0,"Tempat favorit neh. Buat baca atau kerja enak banget. Tenang dan seger. Bersih juga. Tapi banyak cop listrik yang rusak tidak diperbaiki. Koleksi bukunya juga lambat nambah. Tapi koran sama majalah sedap... puas! Banyak acara diskusi juga lho di bawah. Sedap deh... eh, iya toilet kurang.",6 tahun lalu,2025-10-21
Deja Vu,5.0,"Perpustakaan yg terbuka utk umum dgn koleksi buku yg cukup lengkap dan variatif walaupun sayangnya kurang update bukunya, bisa jadi tempat istirahat sambil nambah ilmu. Disediakan beberapa PC utk keperluan browsing atau working bagi pengunjung. Wifi tersedia free di lantai 1 dan lantai 2. Suasana tenang, pas utk belajar atau selesaikan tugas. Recommended banget..",Diedit 7 tahun lalu,2025-10-21
Nisa Dwi Angresti,5.0,"Tempatnya nyaman dan tenang, wifi nya lancar dan cepat dan dapat digunakan untuk umum.  Rekomended untuk umum yang ingin mencari suasana perpustakaan yang nyaman. Disini juga disediakan dispenser air minum yang dapat digunakan oleh pengunjung secara gratis, jadi sebaiknya membawa botol minuman jika gelas plastik yang disediakan habis.",Diedit 7 tahun lalu,2025-10-21
Laila Laigusto,5.0,"Butuh referensi buku lebih banyak lagi.  Ruangan nyaman ber AC, nyantai dan tidak bising.",7 tahun lalu,2025-10-21
Yuliza R,4.0,"Tempat sangat nyaman, banyak colokan, suasananya tenang, wifi lumayan, AC dingin (banget). Tp untuk koleksi buku menurut saya masih perlu ditambah lagi :)",7 tahun lalu,2025-10-21
Talita Tobing,5.0,"Tempat untuk mendapatkan informasi berkaitan dengan pendidikan, penelitian dan banyak lagi",setahun lalu,2025-10-21
yudi surya,4.0,Perpustakaan yang bagus di tengah kota Jakarta.Tempatnya nyaman dan bersih.Disediakan buku-buku yang bisa dipinjam juga setelah mendaftat jadi anggota.Dilengkapi colokan listrik yang banyak agar memudahkan aktifitas menggunakan komputer.,7 tahun lalu,2025-10-21
nur aini rahmah,5.0,"Suka. Tempatnya lumayan sepi, tenang, koleksi bukunya juga cukup banyak, tersedia perpustakaan untuk anak-anak juga, fasilitas oke, ruangannya berAC, tersedia minuman, gratis, wifi nya juga kenceng",7 tahun lalu,2025-10-21
Andika,5.0,"Nyaman, terbuka untuk umum. Sebelum pandemi ruang serbagunanya sering digunakan untuk beragam event. Ada komunitas bahasa Inggris terbesar di Jakarta di sini, namanya Britzone. Gratis dan terbuka untuk semua level.",5 tahun lalu,2025-10-21
NY Rita,5.0,Tempatnya cukup bagus dan nyaman serta bisa menjadi tempat alternatif untuk bekerja atau ingin berpikir dengan tenang. Koleksi bukunya juga cukup lengkap dan menarik. Suasana peepustakaan ini cukup tenang dan tidak berisik. Sangat bagus.,7 tahun lalu,2025-10-21
Denito Prima,2.0,Pelayanan yang kurang menyenangkan. Untuk pengunjung yang sambil melakukan pekerjaan dengan laptop pribadi kesulitan mencari akses listrik. Banyak stop kontak tetapi banyak yang tidak berfungsi sehingga bekerja menjadi terbatas.,7 tahun lalu,2025-10-21
Heru,5.0,"Koleksi buku lengkap untuk semua usia, jenis bacaan lengkap mulai dari majalah, tabloid sampai buku ilmiah dan biografi ada semua. lengkap.
Ambil sendiri baca sepuasnya
semua orang bisa jadi anggota perpustakaan",8 tahun lalu,2025-10-21
Akhmed Noer,5.0,"Saya belum pernah dan ingin mencoba kesana, hal yg saya tanyakan apakah masuk kesini gratis atau berbayar ? Mohon info nya ka",setahun lalu,2025-10-21
Ripki Andrian,3.0,"Bagus , nah disini ada komunitas britzone komunitas bahasa Inggris terbesar di Indonesia (probably) kalian juga disini dapat meningkatkan kemampuan atau level bahasa Inggris kalian , kalian juga bisa sharing sama temen temen yang ada disana",6 tahun lalu,2025-10-21
Nur zakiya a,5.0,Dari bundaran Lurus berada di sebelah kiri jalan,2 tahun lalu,2025-10-21
Nover A Suot,5.0,"Sangat baik pelayanannya,,koleksi bukunya banyak,,nyaman tempatnya",7 tahun lalu,2025-10-21
Ranie,4.0,"Koleksi buku ga lengkap, tp tmptnya cozy sehingga enak klo berlama2 disini. Ga spt perpusnas yg ga bisa milih buku sendiri, disini kita bebas milih sendiri.",Diedit 8 tahun lalu,2025-10-21
Tri Satria Sudiar,5.0,Tempatnya nyaman & bersih + petugasnya ramah,2 tahun lalu,2025-10-21
Qoini Yuliaswara,5.0,"tempatnya nyaman, adem banget, trus koleksi jurnalnya untuk bahan pembelajaran juga lumayan lengkap, top👌👌 …",3 tahun lalu,2025-10-21
Krilianeh,5.0,Perpustakaan yang koleksinya banyak. Bersih dan senyap. Wifinya cukup kencang. Ada ruangan khusus anak yang bikin anak jadi betah,3 tahun lalu,2025-10-21
Helena Mantra,5.0,"Tersedia perpustakaan anak di lantai 2. Rapi, banyak buku anak, dan mainan edukatif. Sabtu buka jadi bisa ajak anak membaca di sini.",7 tahun lalu,2025-10-21
eletherian,4.0,"Koleksi buku cukup lengkap meski ada beberapa buku referensi non-Bahasa Indonesia yang kurang lengkap.

Sistem penataan buku cukup mudah dilihat namun sistem pencariannya kurang detil.",5 tahun lalu,2025-10-21
Rakha Ihsan W,5.0,Audiovisual dan tempat membacanya juara... sangat direkomendasikan untuk ngerjain tugas atau sekedar literasi nambah ilmu. Ayo tingkatkan minat baca Indonesia!,8 tahun lalu,2025-10-21
SETIAWATI,4.0,"Tempatnya bagus, nyaman untuk baca buku atau ngerjain tugas. Tapi kurang besar dan koleksi buku pertanian nya kurang banyak.",6 tahun lalu,2025-10-21
Habie Purwokusumo Putrapandowo,5.0,"Akan lebih baik jika jam tutupnya dibuat lebih lama karena akan menunjang proses pembelajaran siswa/siswi,anggota perpustakaan,terimakasih",6 tahun lalu,2025-10-21
Nur Annisa,4.0,"tempat membaca buku yang nyaman, di tengah kota, ada fasilitas audio visual, bisa meminjam buku, memakai internet.",7 tahun lalu,2025-10-21
Annisa Aninditya,5.0,"Pelayanannya sangat baik, tempatnya sangat nyaman dan bagus, pilihan judul bukunya menarik dan banyak",3 tahun lalu,2025-10-21
Suci Lestari,4.0,"Perpustakaan umum, ada di gedung A lt. 1. Perpustakaan bersih, tenang terdapat tempat untuk anak, audio visual dll",2 tahun lalu,2025-10-21
Ms Putri,5.0,Bagus dan ramah anak,5 tahun lalu,2025-10-21
Auliya Naimah,5.0,"Deket dari halte busway Bundaran Senayan dan disamping Ratu Plaza
Tempatnya nyaman bersih dan rapi",7 tahun lalu,2025-10-21
Salma Zahra,5.0,Beberapa ruangan di Perpus Kemendikbud dapat dipakai oleh Instansi/Komunitas untuk menyelenggarakan suatu acara.,6 tahun lalu,2025-10-21
Indah Nofitasari,5.0,"Perpustakaan nya nyaman, koleksi nya banyak, ruang diskusi dan meja baca nya memadai, pustakawan nya sangat membantu",2 tahun lalu,2025-10-21
Fuad Harris Adiprayitno,4.0,"Meskipun bukunya kurang lengkap, tetapi fasilitasnya termasuk yang sangat baik, tidak kalah dari perpusnas",5 tahun lalu,2025-10-21
NS,5.0,"Sangat membantu dalam belajar, meningkatkan ilmu, bisa nambah wawasan.",7 tahun lalu,2025-10-21
Fatih Tito Jr,5.0,Beberapa Tata ruang perpustakaan yang ada bagus untuk diterapkan di perpustakaan sekolah,8 tahun lalu,2025-10-21
Ahmad Bagwi Rifai,5.0,"Suasana sangat tenang dan nyaman, tempat bersih, fasilitas lengkap.",6 tahun lalu,2025-10-21
Anis Masliani,5.0,"Suka bangt. Buku lengkap, rapi, nyaman dexh",7 tahun lalu,2025-10-21
Cempaka Diana,4.0,Tempatnya cukup nyaman untuk mengerjakan tugas seharian,8 tahun lalu,2025-10-21
Nurul Amirudin,5.0,Nyaman tempatnya,setahun lalu,2025-10-21
Nadhira Nur Amalia,5.0,"perpusnya nyaman, pustakawannya ramah-ramah",2 tahun lalu,2025-10-21
Teuku Fahmi,5.0,👍🏻 …,2 tahun lalu,2025-10-21
arridho 2015,4.0,Bersih,setahun lalu,2025-10-21
Anak Negeri (AnakNegeri),5.0,Perpustakaan yg sangat nyaman dan lengkap,4 tahun lalu,2025-10-21
Rivaldi Cesanosa,5.0,"Suasananya tenang, fasilitas lengkap",8 tahun lalu,2025-10-21
