username,rating,review_text,relative_date,review_date
ucii,5.0,"My definitely favorite place kalo mau menyendiri 🖤!
Rasanya beruntung banget ketemu tempat senyaman ini, ambiencenya tenang, apalagi bukunya lengkap banget. Kebetulan aku nemu beberapa buku dr author favoritku, Fyodor Dostoyevsky dan Albert Camus 🥹
Nostalgia baca Caligula disini

Untuk makanannya hanya ada satu menu, dan minumannya ada kopi dan non-kopi, oke bgt karena emg ini bukan cafe sih 😄

Kalo mau pinjem buku jg murah member cm 50k/tahun

Surga buat introvert, sukses selalu C2O!",9 bulan lalu,2025-10-21
Sina Sahaja,5.0,"Datang kesini di waktu yang kurang tepat, kemaleman si datangnya, tempatnya nyaman banget karena jauh dari kebisingan kota.

Ada tempat untuk barang bawaan nih. Pertama kali masuk kakaknya mengarahkan untuk menaruh barang bawaan dulu, baru deh pilih² buku

Kalau mau nugas dan baca buku, tempat ini saya saranin, selain tempatnya yang nyaman cocok banget buat foto aesthetic, bisa pilih buku apapun sesuai dengan topik yang kita mau.

Disini juga bisa pesan makanan dan minuman tempatnya ada dibelakang sendiri. Kalian kalau kesini pasti ketemu sama meong hitam putih yang gembul haha, lucu banget.

Untuk wifinya berbayar ya, jadi kalo mau akses nanti bisa tanya ke kakaknya. Gausah khawatir kepanasan, karena disini tersedia kipas angin.

Oiya disini untuk baca buku saja gratis, hanya bayar parkir 3000, tapi tersedia juga nih tempat tipnya. Keseluruhan oke.

Recomended!!",setahun lalu,2025-10-21
My Body My Choice,5.0,"bagus bagus banget koleksinya beneran

klasiknya banyak, sospol juga bagus bagus

dan ada surabaya sehat juga disitu banyak tenant tenant yg seru, ada jamu, salad, cheesecake, vegan donat

kadang ada yoga, ada kelas kelas kecil, diatas tadi kelas mengarang buku, seru banget

kalo pengen baca cobain kesini deh, jangan lupa donasi pokonya",8 bulan lalu,2025-10-21
arya anugrah Jaya,5.0,"Sebenernya nyasar, ngga ada tujuan sama sekali ke sini. Awalnya mau ke kafe yang ada di sebelahnya, tapi kebablasan ke sini, pas parkir kita baru ngeh kalau salah tempat, tapi karena tempatnya unik ya udah masuk aja 😅😅

Ada beberapa hal yang aku suka nih:

1. FREE! Jadi kalau nyari tempat buat kerja tugas dan kantong lagi ga terlalu bersahabat ya bisa di sini 🤣🤣
2. Di dalam sebenernya ada jualan makanan dan minuman cuma ga terlalu banyak, tapi enak kok dan murah.
3. Koleksi bukunya lumayan banyak, cuma kurang tau bisa dipinjem buat bawa pulang atau nggak.
4. Tempatnya strategis.

minusnya: ga ada wifi he he he, tapi sebenernya gpp asalkan koneksi provider bagus, tapi ketepatan pake kartu Tri di sana, jaringannya jelek bgt, jdi awalnya mau kelarin kerjaan malah ga mood gara- gara ga ada sinyal.

Kalau mau pakai wifi co-working space bisa bayar 35rb ya seharian!",2 tahun lalu,2025-10-21
Putri Alisya Zahra,5.0,"cafe dengan konsep kalian kalau kesini bisa sambil baca buku, makan dan minum serba sehat dan paling pentingnya suasananya hening, teduh, adem seperti di rumah asik banget😭🫵🏻

aku pertama kali kesini dan iseng cari yang dekat” + tempatnya adem ternyata langsung cocok dan kecintaan sama tempatnya🫶🏻

rekomendasi sekali + yang menariknya disini itu ada pasar sehat yang makanan dan minumannya terbuat dari bahan alami gitu jadi bakalan sehat dah tubuhnya walaupun banyak cemil disini🫶🏻",11 bulan lalu,2025-10-21
aiemtry,5.0,"Dateng untuk ngeliat koleksi buku dan nikmati suasana cafe. Bukunya lumayan lengkap walau sedikit jadul. Tersedia cafe juga dibelakang dengan menu minuman under 25k. Kalo mau berlama2 untuk baca, nugas dan kerja juga oke karna tersedia stop kontak, wifi dan kipas angin sehingga ruangan terasa dingin",setahun lalu,2025-10-21
Atikah Fatmawati,5.0,"Pas itu lagi nunggu temen untuk waktu yang agak lama. Dan memutuskan untuk cari tempat yang bisa buat nunggu dan nyaman. Akhirnya nemu C20 ini dari tiktok, langsung cek jam kebukaan dan langsung cus kesana.

Lokasinya ada di perumahan gitu, mudah ditemukan. Tempatnya nyaman, bersih dan tenang tentunya.

Pertama saat datang, perugas yang ada di depan menjelaskan sedikit tentang tempat ini dan beberapa rules yang harus diperhatikan. Setelah itu menaruh barang di loker yang sudah disediakan dan bebas membaca buku dan cari tempat duduk yang nyaman. Disediakan banyak tempat duduk, outdoor maupun indoor. Terdapat banyak colokan dan kipas.

Ketika sudah selesai membaca, buku dikembalikan di rak depan dekat resepsionis. Buku-buku yang ada disini cukup lengkap dan sudah dikategorikan jadi gampang untuk mencarinya. Namun, untuk wifi disini berbayar dan harus jadi member.

Dibelakang juga ada dapur untuk memesan makanan dan minuman, namun memang terbatas tapi cocok untuk menemani bersantai baca buku dan mengerjakan tugas.

Rekomen untuk yang ingin mengerjakan tugas di tempat yang tenang dan menyendiri 🥰",setahun lalu,2025-10-21
MIN RABBIT,1.0,"Baru pertama kali kesini hari sabtu. Ternyata khusus sabtu & minggu gaboleh bawa laptop. Terus kalau mau pake laptop harus sewa 35k/orang. Temenku yang baru pertama kesini gatau apa-apa, kirain ya co-working space yaudah ini, bukan beda tempat lagi. udah kelanjur bayar, tapi dia gak mood soalnya yg bisa masuk cuma dia doang. Terus di dalem kena tegur lagi grgr bawa botol minum yang bukan Tumblr :(",sebulan lalu,2025-10-21
Sitta Taqwim,5.0,"Tempat yang cocok untuk mengerjakan paper kuliah di saat bosan dengan kafe kebanyakan tapi juga butuh suasana perpustakaan estetik. Ke sini cuma buat semedi di depan laptop dan tak meminjam buku. Yang jelas sudah tahu ada Arus Balik-nya Pram di sini walau gak boleh dipinjam. 🤣 Niatnya ketemu Batman tapi dia ngumpet entah di mana. Rasa es kopinya agak aneh, lebih suka teh jeruk nipis.",setahun lalu,2025-10-21
Naiiharaツ,2.0,"tidak boleh bawa makan dari luar tapi menu makanan cuma satu dan (maaf) agak mahal utk porsinya. tolong menu makanan ditambah kyk snack/toast. seingat saya dulu ada pasta, skrg udh nggak ada ya?

dan tolong bangettt peraturan atau larangan seperti sabtu-minggu dilarang bawa laptop/tablet tuh diinfokan di IG/medsos, supaya orang nggak 'kecelek' pas dateng.",sebulan lalu,2025-10-21
Rin,5.0,"Tau tempat ini pertama kali dari temen setahun yang lalu, tapi karena domisili di kota sebelah baru kesampaian mampir baru-baru ini. Tempatnya sangat sangat nyaman kalau mau buat nugas atau baca-baca buku koleksi mereka. Datang langsung naruh tas di loker tanpa pintu, ada juga loker dengan kunci tapi sistemnya sewa 10k kalau tidak salah lihat. Setelah itu nyari-nyari buku bacaan deh.

Buat tempat, karena waktu itu aku datengnya sore jadi kebanyakan tempat di ruangan depan sudah banyak ditempati. Tapi, kursi-kursi di ruangan belakang banyak yang kosong, tenang di situ pun banyak stop kontak bertebaran. Kipas angin juga bertebaran 😂

Ada area sholat, wudhunya di kamar mandi + pakai sandal yang sudah disediakan.

Kalau mau mesan minuman atau makanan tinggal ke ruangan paling belakang. Oh iya, minuman-minumannya belom pakai gula, jadi harus add-on kecuali kalau memang tidak ingin sweetener sama sekali.",2 tahun lalu,2025-10-21
Amelia Vega Putri,4.0,"tempatnya tenang dan lumayan nyaman untuk nugas dan terdapat berbagai buku, banyak colokan dan kipas d beberapa titik, sayangnya wifinya berbayar dan harus jadi member dan ada beberapa aturan untuk sewa buku.",setahun lalu,2025-10-21
Aditya Nandipinta,5.0,"Tempatnya nyaman banget buat baca buku ataupun ngerjain tugas-tugas. Bukunya lumayan lengkap juga buat Bahasa Indonesia dan Inggris. Semisal haus atau butuh minum, ada dapur yang udah buka. Oh ya, ada kucing yang lucu juga.

Tips yang mau kesini dengan transportasi umum: turun di Halte Santa Maria, terus jalan sekitar 300-500 meter",3 tahun lalu,2025-10-21
Sweet Ovrn,5.0,"Tempatnya bersih dan nyaman. Buku-bukunya banyak dan kondisinya masih bagus, layak baca lah. Ada minumannya juga, aku udah nyobain yang es coklat (ada yang hot coklat, banyak opsi tinggal pilih aja) rasanya enakk banget worth it si apalagi buat kantong pelajar. Tempatnya aesthetic. Disclaimer bukunya hanya dibaca di tempat, kalau mau di pinjam kalian harus ikutan membership. Overall kerennn i love it..",2 tahun lalu,2025-10-21
Titah Gusti Prasasti,5.0,"suka banget sama tempat ini! suasananya tenang, bisa baca banyak buku juga. koleksinya bagus dan tertata rapi. kemarin pesen es coklat dan enak, nggak terlalu manis. definitely will come back here!",10 bulan lalu,2025-10-21
putri,5.0,"tempatnya sejuk meskipun di luar panas banget🥹 bukunya ga terlalu lengkap tp ditata dengan rapi dan diklasifikasikan berdasarkan kelompoknya. cukup bayar uang support bebas tanpa dipatok, ada colokan juga …",sebulan lalu,2025-10-21
Salma Amatulloh,5.0,"kalau aku tinggal di surabaya, aku bakal tiap hari ke sini sih. nggak tau kenapa, hawa di sini adem banget. cocok buat istirahat bentar dari panas-macetnya surabaya. baca buku bisa, nugas oke, nongki kecil-kecilan juga bisa di sini. buat orang yang kecilnya biasa nyewa buku rumahan, tempat ini bener-bener nostalgik. nggak nyesel jauh-jauh dari mojokerto ke sini.",2 tahun lalu,2025-10-21
Zahrotun Najah,5.0,"Harusnya kita tetanggan min🥲🙏🏻
💌🤍🕊️🎧

Salut bgt bgt bgt dengan konsep nya rasa minumannya juga berasa fresh i mean bukan seperti serbuk abal” gitu ya. Tidak ada snack i mean wajar bcs konsepnya adalah menyediakan Library. Fokus bgt disana bcs semua juga focus membaca dan menyelami kesibukannya masing”. So sangat recomended.",setahun lalu,2025-10-21
INDOMY,5.0,"Pernah lihat cafe book sejenis di Korea. Vibenya bikin kangen sih.. Jadi terinspirasi kalau di Indonesia bisa juga ternyata buat cafe jenis ini. Sangat worth it untuk dikunjungi buat yang mau nugas dengan vibe yang tenang & dengan fasilitas yang cukup lengkap. Para introvert monggo dicoba, kalian pasti bakal repeat berkunjung 🤍✨ …",2 tahun lalu,2025-10-21
Salsabila Ananda,5.0,"Tempatnya nyaman, bersih, bukunya banyak lumayan lengkap, minuman dan makanan yang dijual standar baik rasa dan harganya. Ada 2 lantai ada kucing yang lucu juga, kalau sabtu/minggu biasa ada event2 seruu. Recommend banget yang suka baca buku atau sekedar mau liat2 disini, nyaman juga",2 tahun lalu,2025-10-21
Faris Ardiansyah,5.0,"Tempatnya nyaman dan tenang banget, cocok buat orang yang butuh fokus untuk kerjain tugas. Ada banyak jenis buku, mulai yang berbahasa Inggris atau Indonesia. Mereka juga sediain makanan dan minuman juga.",2 tahun lalu,2025-10-21
Mimzy Becoming,5.0,"Cozy, spacious, and warmth welcome. I have no words to say other than thank you for make this place happening💖
🗄️ Tersedia loker
🥂 Minuman alami segar
📚 Koleksi buku yang langka ditemui di perpustakaan lain",setahun lalu,2025-10-21
Huda Faridha,4.0,"Perpustakaan milik personal. Tempatnya sangat nyaman untuk membaca buku, berdiskusi dan mengadakan event-event. Konsep indoor dan outdoornya sangat bagus dan seperti merasa di beranda rumah. Tersedia juga ruangan yang disewakan untuk meeting atau event lainnya. Selain itu sering juga diadakan obral buku dan pasar sehat. Disini juga menjual barang2 unik, majalah dan buku bekas, serta album. Dan pelayanannya ramah serta menyenangkan

It's a personal library and free for reading books. The place is so cozy. it feels like you reads a book at your own veranda. There are space for events. And sometimes held old books sales and pasar sehat /healhy market. in this library , you can buy unique stuff , albums, or old magazine and books with cheap prizes",7 tahun lalu,2025-10-21
visensius daniel,5.0,"Tempat baca paling nyaman, sangat membantu untuk berfokus mendalami isi buku yang dibaca, tempat sejuk tanpa menggunakan AC diterik matahari yang panas.",6 bulan lalu,2025-10-21
Riris Aditia N,5.0,"Sebuah perpustakaan independen di Surabaya yang bisa kamu kunjungi gratis untuk menutrisi jiwa. Ada ribuan koleksi buku dari berbagai penulis Indonesia maupun dunia. Bahkan, tersedia beberapa koleksi buku langka yang sudah tidak diterbitkan.

Kamu juga bisa memesan aneka minuman dan kudapan dari @dapurc2o. Menariknya, perpustakaan ini sangat mendukung pengurangan sampah demi kelestarian lingkungan. Jadi, jangan harap kamu bisa membeli minuman kemasan dan mendapat sedotan.

Meski tidak ber-AC, perpustakaan ini cukup sejuk dengan adanya kipas angin dan tanaman hidroponik yang bertebaran di meja dan sela-sela jendela. Sangat menenangkan, terutama untuk kaum introvert yang ingin mengembalikan energi.",2 tahun lalu,2025-10-21
Nadiah Mumtaz,5.0,"Cafe library di pusat kota Surabaya yang mudah dijangkau dan atmosfernya sangat homy dan hangat.
Kalau di bagian perpustakaan dibawah, suasana cukup adem karena disediakan kipas angin di meja yang bisa dinyalakan.
Minuman yang disuguhkan juga harganya terjangkau dan ada Obral buku juga.
Saya beli kamus rusia-jerman dengan harga 5.000 saja.
Fasilitas :
-kamar mandi
-coworking space
-ruang baca
-internet (ada biaya)",6 tahun lalu,2025-10-21
Audia K,5.0,"tempat yang hangat, pencahayaannya sangat apik, area duduknya cukup memadai, acara kolaboratif nya juga menarik sekali. mungkin bisa ditambah penyejuk. semoga makin banyak koleksi bukunya",4 bulan lalu,2025-10-21
Dimas Ardiansyah,5.0,"What I likes about this place :
1. Kalian bisa kesini buat belajar, ngerjain tugas, baca buku, atau cuman sekedar nongkrong for FREE, ya disini kalian gratis mau pake tempatnya cuman kalo udah selesai nanti di beresin lagi yaa
2. Bisa bawa makanan/minuman dari luar, yaa karena disini ga terlalu nyediain banyak menu juga sih
3. Tempatnya cozy dan aesthetic banget, cocok buat kalian yang suka foto - foto atau sekedar update story nih!
4. Bukunya lumayan banyak dan bisa kalian baca gratis tapi mungkin kalo pinjem aku belum tau bisa atau ngga karena aku sendiri juga belum pernah hehe
5. Pelayanannya oke dan yang jaga ramah banget. Kalo kalian pesen makanan/minuman nanti bakal dianterin ke tempat duduk kalian, padahal pas itu aku pesen es coklat niatnya mau nunggu aja tapi mas kasirnya bilang ""gapapa kak nanti saya anter aja"", cool ^^
6. Parking lot nya lumayan luas dan seingetku juga gratis + aman banget, pokoknya kalian kunci setir aja tuh kalo bawa motor, eh kalo bawa mobil kayanya belum bisa yaa karena gacukup jadi kalo kesini bawa motor aja...

Oiya meskipun tadi disini aku bilang free cuman lebih baik kalian tetep beli menu²nya buat support tempat dan juga ownernya, ayok ramein C20 Library :)",2 tahun lalu,2025-10-21
Raihan Fadhillah,4.0,"tempatnya di depan apotek dan kayanna. terdapat perpus di lantai satu dan coworking space di lantai 2. untuk coworking space di cas per orang 15k/jam. klo seharian 35k. punya tempat loker yang meminjam lokernya dengan deposite terlebih dahulu sebesar 10k . terdapat banyak buku terutama yang lama dan bersejarah yang tidak dicetak ulang setiap hari. agak langka. kalo lagi tutup tempatnya menyamaar hampir gak bisa di bedain dengan rumah pada umuknya. jualan beverage ringan untuk menemani kita membaca. pada bagian luat memiliki sirkulasi udara dan cahaya yang sangat baik. Adapun parkir, tidak di pungut biaya. personally, ini akan jadi tempat fav baca buku ku. untill next time.",7 tahun lalu,2025-10-21
Ngelancong Weekend,4.0,"Nyaman, bukunya lengkap sekali. Baik yang disewakan atau yang di perjualbelikan. Berharap banyak ruang-ruang seperti ini di Jakarta, tempatnya nyaman untuk bekerja, bisa nebeng wifi per 3 jam - 15 ribu untuk wifi, bisa akses lantai 2, free minum.

Nyaman sekali memang buat kerja, tapi ya.. agak kaget saya mbaknya insecure sekali ada orang yang naik ke atas dan tidak bayar, ""eh, mbakk.. Maaf kalo mau ke atas bayar"" lalu saya nyaut lagi, kalo cuma foto? Katanya bayar juga. Hehehe. Okelah. Akhirnya saya urungkan niatnya karena memang kesini untuk beli buku. minuman disini juga murah2 dan lumayan enak untuk harga segitu, saya beli es coklat cuma 8rb. Mantappp!!!",6 tahun lalu,2025-10-21
Kyoko Amii,1.0,"Konsepnya baca buku, tapi boleh ngerokok. Bau asep rokok. Mending bikin smoking area sendiri aja jgn digabung🥲 …",sebulan lalu,2025-10-21
Galang Rizky AP,3.0,"Buku di sini bagus tapi Masih terasa berisik di sini,padahal tujuanya mau baca buku dengan tenang",2 minggu lalu,2025-10-21
vhera febryana,5.0,"Comfort place yg deket bgt dari rumah. Saran aku ke sini pas lagi nggak ada event ya kalau tujuannya emang murni baca buku atau ngerjain tugas. Di Instagram mereka pastime announce kalo ada acara. Koleksi bukunya lumayan buat referensi ngerjain tugas. Meskipun nggak ada AC, tapi enak bgt baca buku di area lorongnya. Dan bahagianya lagi, ada anabul gemas 😭😭😭",setahun lalu,2025-10-21
Imama Safira Izza,4.0,"Kak tanya apakah menerima sumbangan buku? (Novel novel original rate remaja)
Mohon dibalas ya kak jika berkenan menerima, saya ada novel koleksi pribadi jaman sekolah daripada saya loak kiloan mending saya sumbangkan.",sebulan lalu,2025-10-21
Putri Setyowati,4.0,"+ perpustakaan personal, gaya penataan bagus rapi, koleksi buku dari zaman dahulu sampai sekarang dari berbagai jenis bacaan mulai dari novel, komik, majalah, buku pelajaran. Ada musholla, kantin, kamar mandi",Diedit 6 tahun lalu,2025-10-21
Edo Christianto,5.0,"rasa rasanya baru kali ini menemukan tempat baca yang buku buku humaniora keren jadi ingin sering sering kemari, tempatnya juga tenang bikin membaca jadi lebih betah",setahun lalu,2025-10-21
gevas gita,5.0,Meskipun nggak ada AC di lorongnya. Tp nggak gerah. Sebab sirkulasi udaranya bagus. Makanan yg dijual jg tidak tinggi gula. Cocok untuk nugas or baca dn suka ketenangan.,setahun lalu,2025-10-21
Aira rakanisa Aulia,5.0,"Perpustakaan pribadi yang dibuka untuk umum, markas bertemunya beberapa komunitas urban surabaya mulai penggiat kegiatan literasi, makanan dan jajanan sehat, pemerhati sejarah, seni, grafis, penyuka kuliner, penikmat tur jalan kaki,  dan sebagainya. Beberapa yang rutin diadakan adalah pasar sehat dan penjualan buku bekas dengan harga terjangkau. 3 buku bekas koleksi dijual cuma 5 ribu rupiah saja.

Menyediakan co working space yang bisa disewa harian, mingguan dan bulanan dengan tarif yang cukup terjangkau

Tersedia beberapa ruang yang bisa dipakai untuk kegiatan workshop, pameran, maupun kegiatan lain dengan sistem sewa atau pengajuan proposal. Tersedia kamar mandi, area untuk sholat, ruang baca indoor maupun outdoo.

Koleksinya cukup lengkap, berbagai referensi tentang surabaya bisa ditemukan di sini, berikut referensi tentang urban maupun seni.

Terdapat beberapa kamar untuk home stay atau kos

Salah satu simpul kolaborasi studi urban bersama rujak jakarta, gerobak histeria dan studi urban lainnya. Terdapat pula toko buku yang menjual aneka buku yang kadang tak ditemui di toko buku besar, zine, album musik indie, agenda, pertigaan map dsb",7 tahun lalu,2025-10-21
Cintantya S R,5.0,"Recommended and a must visit if you are in Surabaya. Pegawainya ramah banget. Tempatnya meski nggak berAC tapi teduh dan ga panas, mengingat surabaya punya seribu matahari. Terus koleksi bukunya juga bagus2, ada buku2 langka yg susah ditemukan di tempat lain. Buat pecinta buku atau lagi butuh nugas/kerja remote sih wajib ya ke sini.",2 tahun lalu,2025-10-21
